4,00
3,00
6,00
6,50
7,50
19,00
11,00
7,50
7,00
15,50
6,50
17,50
6,50
4,00
9,00
12,50
30,00
10,00
7,50
5,00
8,00
12,50
5,00
12,50
9,00





9,50
12,00
12,00
11,50
11,00
27,00
18,50
7,50
9,50
30,00
9,50
11,00
12,50
11,50
9,00
12,50
4,00
18,00
18,00
8,00
16,00
7,00
13,50
21,00
11,50





9,00
8,50
7,50
5,50
10,50
10,00
5,50
18,00
21,00
24,00
20,00
18,50
7,50
50,00
12,50
10,50
25,00
18,50
17,50
11,50
30,00
16,50
24,50
35,00
10,00





12,50
8,00
8,00
8,00
11,50
10,00
11,00
18,50
15,00
9,50
9,00
7,00
5,50
20,00
9,00
16,00
16,50
13,00
12,50
9,00
30,00
13,00
12,00
12,00
13,50





17,50
10,00
8,50
7,50
16,50
12,00
9,50
26,00
14,50
17,00
14,00
8,00
17,00
12,50
12,00
40,00
27,50
3,00
13,50
11,50
12,50
15,00








4,50
8,00
23,50
13,00
10,50
25,00
21,00
12,00















25,00
22,50





























































































































9,00
13,50
11,00
8,50
20,00
27,50
16,50
9,50
12,50
22,00
14,00
28,00
16,00
4,50
11,00















11,00
21,00
26,50
24,50
10,50



















































































































8,50
15,00
25,00
24,00
20,00

























































































